Record ID,Location ID,Parent Company,Business Name,Trading Name,Legal Company Name,Business Category,Business Subcategory,Independent / Chain,Number of Locations,Website,Facebook,Instagram,Other Social Media,Address Line 1,Address Line 2,Town / City,County,Postcode,Region,Country,Main Phone,Secondary Phone,Mobile,General Email,Sales Email,Purchasing Email,Contact Name,Contact Position,Contact Source,Companies House Number,Company Status,Registered Company Name,Registered Office,Incorporation Date,Existing Vape Brands,Product Categories,Potential Opportunity,Estimated Retail Type,Supplier Information,Sales Notes,Lead Priority,Priority Reasons,Primary Source,Secondary Source,Source Count,Website Checked,Phone Checked,Email Checked,Companies House Checked,Phone Status,Email Status,Last Verified Date,Verification Status,Data Confidence,Duplicate Review,Contact Type,Marketing Legal Basis,Opt-Out Status,Do Not Contact,Date Collected,Lead Status,Date Added,Last Contact,Next Follow-Up,Contact Method,Salesperson,Outcome,CRM Notes
WY-0023,SMKD-02,SMKD,SMKD,SMKD Hebden Bridge,SMKD VAPE LIMITED,Vape Shop,Vape chain store with same-day local delivery,Regional Chain,,https://smkd.com/vape-shop-locator/smkd-hebden-bridge-vape-shop-west-end/,https://www.facebook.com/SmkdVapeShop/,,,,West End,Hebden Bridge,West Yorkshire,,Yorkshire & Humber,England,01274 270303,,,info@smkd.com,,,,,,16161027,Active,SMKD VAPE LIMITED,"Bradford Chamber Business Park, New Lane, Laisterdyke, Bradford, BD4 8BX",2025-01-03,,vape hardware; e-liquids; disposables,,Vape Shop,,"West Yorkshire vape chain headquartered in Bradford; store described as at the west end of Hebden Bridge between the bridge and the crossroads, offering free same-day delivery locally. Central phone/email are chain-wide (quoted from smkd.com in search results; direct fetch blocked). Companies House match 'SMKD VAPE LIMITED' found via search - assumed operating company for the SMKD chain, worth re-verifying. | CONFLICTING SOURCES: another collection pass found trade reports that SMKD (Smokers Delight Ltd) closed all retail stores around mid-2026 and moved online-only. Verify store still trading before contact.",High,Multi-site retailer; Core relevant category; Public email available; Active website; Social presence,https://smkd.com/vape-shop-locator/smkd-hebden-bridge-vape-shop-west-end/,https://find-and-update.company-information.service.gov.uk/company/16161027,3,No,No,No,Yes,Unverified,Publicly Listed,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0024,SMKD-03,SMKD,SMKD - E Cigarettes and Vape Shop (Wakefield),SMKD,SMKD Vape Limited,Vape Shop,Vape hardware and e-liquid retailer,Regional Chain,,https://smkd.com,https://www.facebook.com/SmkdVapeShop/,,,Ridings Shopping Centre,"Trinity Walk area, city centre",Wakefield,West Yorkshire,WF1 1DS,Yorkshire & Humber,England,01924 728100,,,info@smkd.com,,,,,,16161027,Active,SMKD VAPE LIMITED,"Bradford Chamber Business Park, New Lane, Laisterdyke, Bradford, BD4 8BX",2025-01-03,,vape hardware; e-liquids; disposables,,Vape Shop,,Bradford-headquartered regional vape chain. Former SMKD stores at Carlton Lanes Castleford (WF10 1AD) and 4 Horse Fair Pontefract (WF8 1PD) are reported CLOSED; Wakefield Ridings store remains on the smkd.com store locator. Also runs same-day vape delivery covering Castleford/Wakefield (01274 270303). Companies House details taken from CH result surfaced in web search; company page itself could not be fetched (egress blocked). Predecessor entity Smokers Delight Limited reported closed.,High,Multi-site retailer; Core relevant category; Public email available; Active website; Social presence,https://smkd.com/vape-shop-locator/wakefield-vape-shop-ridings-shopping-centre/,https://find-and-update.company-information.service.gov.uk/company/16161027,5,No,No,No,Yes,Verified directory,Unverified,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0025,SAVILEPETR-01,Savile Petroleum Limited,Dewsbury Service Station (Savile Petroleum),Dewsbury Service Station,Savile Petroleum Limited,Petrol Station / Forecourt,BP-branded independent forecourt with convenience store,Independent,1,,,,,Savile Road,Savile Town,Dewsbury,West Yorkshire,WF12 9LR,Yorkshire & Humber,England,,,,,,,,,,05197700,Active,SAVILE PETROLEUM LIMITED,"11 Headfield Road, Dewsbury, West Yorkshire, WF12 9JF",2004-08-04,,fuel; LPG; AdBlue; convenience goods; tobacco,,Petrol Station / Forecourt,BP fuel supply,24/7 BP dealer site with convenience store on Savile Road; operated by independent company Savile Petroleum Limited per directory and Companies House search results.,Medium,Multi-site retailer; Independent retailer; Relevant category,https://find-and-update.company-information.service.gov.uk/company/05197700,https://www.petrolprices.com/locations/dewsbury/savile-road/8720,4,No,No,No,Yes,Not Found,Not Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0026,SINGKEEFOO-01,Sing Kee Foods (Sing-Ying Group),Sing Kee Foods (Sheepscar),Sing Kee Foods,Sing Kee Food Supply Limited,Independent Supermarket,Chinese / Oriental supermarket and catering supplier,Multi-Site Independent,2,https://singkeefoods.co.uk/gb/,https://www.facebook.com/singkee.chinesesupermarket/,,,"Sing Yang Building, 30-36 Cross Stamford Street",Sheepscar,Leeds,West Yorkshire,LS7 1BA,Yorkshire & Humber,England,0113 898 0168,,,,wholesale@singkeefoods.co.uk,,,,,04025779,,SING KEE FOOD SUPPLY LIMITED,,,,Chinese and East Asian groceries; fresh and frozen foods; catering supply,,Independent Supermarket,Imports from the Far East; supplies catering businesses across the North of England,"Main Sheepscar site of Sing Kee Foods, part of the Sing-Ying Group. Companies House number seen in CH search result URL; CH site blocked by proxy so status/registered office not captured.",High,Multi-site retailer; Independent retailer; Relevant category; Public trade/sales contact; Active website; Social presence,https://singkeefoods.com/gb/contact-us,https://find-and-update.company-information.service.gov.uk/company/04025779/persons-with-significant-control,4,No,No,Yes,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0027,SINGKEEFOO-02,Sing Kee Foods (Sing-Ying Group),Sing Kee Oriental Supermarket (Merrion Centre),Sing Kee,,Independent Supermarket,Chinese / Oriental supermarket,Multi-Site Independent,2,https://singkeefoods.co.uk/gb/,https://www.facebook.com/SingKeeLeedsCentre/,,,"26-28 Woodhouse Lane, Merrion Centre",City Centre,Leeds,West Yorkshire,LS2 8LX,Yorkshire & Humber,England,,,,,,,,,,,,,,,,Chinese and East Asian groceries; fresh and frozen foods,,Independent Supermarket,Sing-Ying Group imports fresh/frozen foods from the Far East,"City-centre branch of Sing Kee Foods; sister site at Cross Stamford Street, Sheepscar.",High,Multi-site retailer; Independent retailer; Relevant category; Active website; Social presence,https://singkeefoods.co.uk/gb/stores,https://www.merrioncentre.co.uk/units/sing-kee,3,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0028,SPEEDPETRO-01,Speed Petroleum,Glasshoughton Service Station,Glasshoughton Service Station (BP / Nisa Local),,Petrol Station / Forecourt,BP-branded dealer forecourt with Nisa Local shop,Franchise / Symbol Group,1,https://www.nisalocally.co.uk/stores/west-yorkshire/castleford/bp-glasshoughton-ser-st,,,,Park Road,Glasshoughton,Castleford,West Yorkshire,WF10 4RS,Yorkshire & Humber,England,01977 278353,,,,,,,,,,,,,,,fuel; convenience grocery; alcohol,,Petrol Station / Forecourt,BP fuel; Nisa Local shop supply,"24/7 site near M62 J32/Xscape. FSA register lists the shop as 'Nisa Local @ Speed Petroleum', indicating an independent operator (Speed Petroleum) rather than a BP corporate site. Operator company details need Companies House follow-up.",Medium,Multi-site retailer; Independent retailer; Relevant category; Active website,https://www.nisalocally.co.uk/stores/west-yorkshire/castleford/bp-glasshoughton-ser-st,https://www.justoffjunction.co.uk/fuel.php?ServiceID=4621,4,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0029,TBCASHCARR-01,TB Cash & Carry,TB Cash & Carry (Bradford),TB Cash & Carry,,Cash & Carry,"Confectionery, soft drinks, crisps & snacks wholesaler",Multi-Site Independent,2,https://tbcashandcarry.co.uk/,https://www.facebook.com/p/TB-Cash-Carry-100077147298501/,,,91 Legrams Lane,,Bradford,West Yorkshire,BD7 1NH,Yorkshire & Humber,England,01274 740555,,,info@tbcashandcarry.co.uk,,,,,,,,,,,,confectionery; soft drinks; crisps & snacks,,Cash & Carry,,"Bradford branch of TB Cash & Carry (2 sites; see Leeds record). Secondary phone 01274 741330. An older directory entry (Gazette directory) lists 30 Summerville Road, Bradford - Yell and TouchBradford list 91 Legrams Lane BD7 1NH, which is used here; the discrepancy suggests a past relocation and should be re-verified.",High,Multi-site retailer; Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://tbcashandcarry.co.uk/,https://www.yell.com/biz/t-b-cash-and-carry-bradford-949082/,3,Yes,No,No,Yes,Verified directory,Unverified,2026-09-16,Verified (website + Companies House),Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0030,TBCASHCARR-02,TB Cash & Carry,TB Cash & Carry (Leeds),TB Cash & Carry,,Cash & Carry,"Confectionery, soft drinks, crisps & snacks wholesaler",Multi-Site Independent,2,https://tbcashandcarry.co.uk/,https://www.facebook.com/p/TB-Cash-Carry-100064390671766/,,,90 Gelderd Road,,Leeds,West Yorkshire,LS12 6HD,Yorkshire & Humber,England,0113 245 1454,,,info@tbcashandcarry.co.uk,,,,,,,,,,,,confectionery; soft drinks; crisps & snacks,,Cash & Carry,,"Established 1985; independent cash & carry with stores in Leeds and Bradford. Email info@tbcashandcarry.co.uk appears in the Dun & Bradstreet company profile and business directories (matches own domain) but could not be confirmed on the website itself because direct fetch was blocked - marked Unverified. Companies House search did not conclusively identify the registered entity (candidate 'T B LEEDS LIMITED' 13393099 not confirmed as the same business, so not recorded).",High,Multi-site retailer; Independent retailer; Core relevant category; Public email available; Active website; Social presence,https://tbcashandcarry.co.uk/,https://www.thomsonlocal.com/search/cash-carry-wholesalers/leeds/t-b-cash-carry/1798109/01132451454,3,Yes,No,No,Yes,Verified directory,Unverified,2026-09-16,Verified (website + Companies House),Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0031,THEVAPECEN-01,The Vape Centre,The Vape Centre (Wetherby),The Vape Centre,Vape Centre Wetherby Ltd,Vape Shop,,Multi-Site Independent,2,http://www.thevapecentre.co.uk/,,,,16 Market Place,,Wetherby,West Yorkshire,LS22 6NE,Yorkshire & Humber,England,07388 892397,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,"Second branch at 2 Gillygate, York (The Vape Centre York/Wetherby). Legal name 'Vape Centre Wetherby Ltd' per Cylex listing title - not yet verified at Companies House (CH site blocked by network proxy this session).",High,Multi-site retailer; Independent retailer; Core relevant category; Active website,https://wetherbytowncouncil.gov.uk/our-businesses/vape-centre/,https://www.wegetyoufound.co.uk/listings/the-vape-centre/wetherby/vaporizer-store,3,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0032,TOTALLYWIC-01,Totally Wicked,Totally Wicked,Totally Wicked Brighouse,,Vape Shop,E-cigarette and e-liquid chain store,National Chain,,,,,,53-55 Bethel Street,,Brighouse,West Yorkshire,HD6 1JR,Yorkshire & Humber,England,01484 769431,,,,,,,,,,,,,,Totally Wicked,vape hardware; e-liquids; disposables,,Vape Shop,,Some Totally Wicked branded stores are franchised; ownership of this branch not established.,Medium,Multi-site retailer; Core relevant category,https://brighouse.cylex-uk.co.uk/vape-shops/,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0033,TOTALLYWIC-02,Totally Wicked,Totally Wicked,Totally Wicked Halifax,,Vape Shop,E-cigarette and e-liquid chain store,National Chain,,https://www.totallywicked-eliquid.co.uk/stores/halifax-e-cigs-e-liquid-shop,,,,10 Commercial Street,,Halifax,West Yorkshire,HX1 1TA,Yorkshire & Humber,England,01422 320223,,,,,,,,,,,,,,Totally Wicked; Lost Mary; Elf Bar,vape hardware; e-liquids; disposables,,Vape Shop,,"Authorised Totally Wicked stockist store; some Totally Wicked branded stores are franchised, ownership of this branch not established.",Medium,Multi-site retailer; Core relevant category; Active website,https://www.totallywicked-eliquid.co.uk/stores/halifax-e-cigs-e-liquid-shop,https://www.yell.com/s/tobacconists-halifax.html,3,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0034,VALLIFOREC-01,Valli Forecourts Ltd,BP Gledhow Service Station (Valli Forecourts),Gledhow Service Station,Valli Forecourts Ltd,Petrol Station / Forecourt,BP-branded forecourt with convenience store,Regional Chain,16,https://valliforecourts.co.uk/,,,,,Gledhow,Leeds,West Yorkshire,LS8 4BU,Yorkshire & Humber,England,,,,,,,,,,,,,,,,fuel; convenience retail,,Petrol Station / Forecourt,,BP Gledhow Service Station in Leeds referenced as a Valli Forecourts site in petrol-station listings. Street address/postcode/phone not confirmed - follow up via valliforecourts.co.uk site list. One of 16 Valli Forecourts sites.,Medium,Multi-site retailer; Relevant category; Active website,https://www.petrolprices.com/locations/huddersfield,https://www.192.com/atoz/business/leeds-ls8/petrol-service-stations/b-p-gledhow-service-station/b2cc5ed266e9de6ac0fa2b011faef822e624c3ac/ml/,3,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0035,VALLIFOREC-02,Valli Forecourts Ltd,Valli Forecourts Ltd (Head Office),Valli Forecourts,Valli Forecourts Ltd,Petrol Station / Forecourt,Independent forecourt group head office,Regional Chain,16,https://valliforecourts.co.uk/,,,https://uk.linkedin.com/company/valli-forecourts-ltd,,Moortown,Leeds,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,fuel; convenience retail; food-to-go,,Petrol Station / Forecourt,Sweetzone lists forecourts/petrol stations as a supplied sector; sites branded BP among others,"Independent forecourt group with 16 sites, predominantly around Yorkshire and stretching to Birmingham (per Sweetzone sector page / company profile). Head office listed under Moortown, Leeds on yorkshire.com but street address/postcode not confirmed - left blank. Confirmed West Yorkshire site: BP Gledhow Service Station, Leeds (see separate record). Full site list and Companies House details not captured before session search budget was exhausted - HIGH-PRIORITY follow-up: fetch valliforecourts.co.uk site list and CH record.",Medium,Multi-site retailer; Relevant category; Active website; Social presence,https://www.yorkshire.com/moortown/transport/petrol-stations/valli-forecourts-ltd-head-office,https://uk.linkedin.com/company/valli-forecourts-ltd,3,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0036,VAPARAMA-01,Vaparama,Vaparama (Featherstone),Vaparama,Vaparama Ltd,Vape Shop,E-liquid specialist / vape retailer,Regional Chain,7,https://www.vaparama.co.uk,https://www.facebook.com/p/Vaparama-100063743672150/,,,73-75 Station Lane,,Featherstone,West Yorkshire,WF7 5BJ,Yorkshire & Humber,England,,,,,shop@vaparama.co.uk,,,,,09736212,Active,VAPARAMA LTD,"13 Market Place, Pontefract, England, WF8 1AG",2015-08-17,,e-liquids; vape hardware; accessories,,Vape Shop,,Featherstone branch of the Vaparama chain (HQ Pontefract).,High,Multi-site retailer; Core relevant category; Public email available; Active website; Social presence,https://www.vaparama.co.uk/contact/,https://find-and-update.company-information.service.gov.uk/company/09736212,3,No,No,Yes,Yes,Not Found,Publicly Listed,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0037,VAPARAMA-02,Vaparama,Vaparama (Pontefract),Vaparama,Vaparama Ltd,Vape Shop,E-liquid specialist / vape retailer and wholesaler,Regional Chain,7,https://www.vaparama.co.uk,https://www.facebook.com/p/Vaparama-100063743672150/,,,13 Market Place,,Pontefract,West Yorkshire,WF8 1AG,Yorkshire & Humber,England,01977 277170,,,shop@vaparama.co.uk,,,,,,09736212,Active,VAPARAMA LTD,"13 Market Place, Pontefract, England, WF8 1AG",2015-08-17,,e-liquids (own 200+ flavour range); vape hardware; accessories,,Vape Shop,Supplies e-liquid wholesale to other bricks-and-mortar vape stores,"Established 2014. Yorkshire multi-store chain: Pontefract (HQ/registered office), Wakefield, Featherstone, plus Leeds, Doncaster, Sheffield, Halifax. This is the flagship/registered-office store.",High,Multi-site retailer; Core relevant category; Public email available; Active website; Social presence,https://find-and-update.company-information.service.gov.uk/company/09736212,https://pontefract.cylex-uk.co.uk/company/vaparama-26236284.html,4,No,No,No,Yes,Verified directory,Unverified,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0038,VAPARAMA-03,Vaparama,Vaparama (Wakefield),Vaparama,Vaparama Ltd,Vape Shop,E-liquid specialist / vape retailer,Regional Chain,7,https://www.vaparama.co.uk,https://www.facebook.com/p/Vaparama-100063743672150/,,,"Britannia House, 31 Warrengate",,Wakefield,West Yorkshire,,Yorkshire & Humber,England,,,,,shop@vaparama.co.uk,,,,,09736212,Active,VAPARAMA LTD,"13 Market Place, Pontefract, England, WF8 1AG",2015-08-17,,e-liquids; vape hardware; accessories,,Vape Shop,,Wakefield branch of the Vaparama chain (HQ Pontefract). Address from vapemaps directory listing of Vaparama Limited store locations; postcode and branch phone not found.,High,Multi-site retailer; Core relevant category; Public email available; Active website; Social presence,https://www.vaparama.co.uk/contact/,https://find-and-update.company-information.service.gov.uk/company/09736212,3,No,No,Yes,Yes,Not Found,Publicly Listed,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0039,WOWVAPE-01,WOW Vape,WOW Vape (Castleford),WOW Vape,,Vape Shop,Vape retailer,Multi-Site Independent,2,https://wow-vape.co.uk,https://www.facebook.com/wowvapecas/,https://www.instagram.com/wow_vape_castleford/,,45 Carlton Street,,Castleford,West Yorkshire,WF10 1BA,Yorkshire & Humber,England,01977 516062,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Yelp shows an older WOW Vape listing at 42 Carlton St marked CLOSED and a current listing at 45 Carlton Street; the 45 Carlton Street listing and active Facebook/Instagram pages suggest the shop relocated across the street. Sister branding to WOW Vape Wakefield.,High,Multi-site retailer; Independent retailer; Core relevant category; Active website; Social presence,https://www.facebook.com/wowvapecas/,https://www.yelp.com/biz/wow-vape-castleford,3,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0040,WOWVAPE-02,WOW Vape,WOW Vape (Wakefield),WOW Vape,,Vape Shop,Vape retailer,Multi-Site Independent,2,,,https://www.instagram.com/wowvapewakefield/,,,,Wakefield,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Wakefield branch of WOW Vape (sister shop to Castleford). Confirmed via Instagram handle and Puffing Bird directory listing; street address not found in accessible sources - needs follow-up.,High,Multi-site retailer; Independent retailer; Core relevant category; Social presence,https://www.instagram.com/wowvapewakefield/,https://vapeshops.puffingbird.com/yorkshire-and-the-humber/wakefield/wow-vape-wakefield,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0041,WEAREVAPES-01,We Are Vapes,We Are Vapes,We Are Vapes,,Vape Shop,"Vape kits, e-liquids & accessories",Multi-Site Independent,3,https://www.wearevapes.com/,,,,287 Tong Street,,Bradford,West Yorkshire,BD4 9QJ,Yorkshire & Humber,England,01274 270773,,,,,,,,,,,,,,,vape hardware; e-liquids; disposables,,Vape Shop,,"West Yorkshire vape specialist with three Bradford branches (Tong Street, High Street Wibsey, Killinghall Road). Official site wearevapes.com confirmed in search results; direct fetch blocked by network proxy so branch details taken from Yelp listing snippets.",High,Multi-site retailer; Independent retailer; Core relevant category; Active website,https://www.wearevapes.com/,https://www.yelp.co.uk/biz/we-are-vapes-bradford-3,2,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0042,WEAREVAPES-02,We Are Vapes,We Are Vapes,We Are Vapes,,Vape Shop,"Vape kits, e-liquids & accessories",Multi-Site Independent,3,https://www.wearevapes.com/,,,,220 High Street,Wibsey,Bradford,West Yorkshire,,Yorkshire & Humber,England,01274 634327,,,,,,,,,,,,,,,vape hardware; e-liquids; disposables,,Vape Shop,,Wibsey branch of the 3-store We Are Vapes group. Phone listed against this branch in directory results.,High,Multi-site retailer; Independent retailer; Core relevant category; Active website,https://www.wearevapes.com/,https://www.yelp.com/biz/we-are-vapes-bradford-2,2,No,No,No,No,Verified directory,Website Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0043,WEAREVAPES-03,We Are Vapes,We Are Vapes,We Are Vapes,,Vape Shop,"Vape kits, e-liquids & accessories",Multi-Site Independent,3,https://www.wearevapes.com/,,,,446 Killinghall Road,,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids; disposables,,Vape Shop,,Killinghall Road branch (Bradford Moor side of the city) of the 3-store We Are Vapes group.,High,Multi-site retailer; Independent retailer; Core relevant category; Active website,https://www.wearevapes.com/,https://www.yelp.com/biz/we-are-vapes-bradford,2,No,No,No,No,Not Found,Website Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0044,WORLDWIDEF-01,Worldwide Foods Group,Worldwide Foods Bradford (Great Horton Road),Worldwide Foods,Worldwide Foods (Bradford) Limited,Independent Supermarket,Halal / world food supermarket,Regional Chain,,https://worldwidefoods.co.uk/,https://www.facebook.com/worldwidefoods/,,,607 Great Horton Road,Great Horton,Bradford,West Yorkshire,BD7 4ED,Yorkshire & Humber,England,01274 572661,,,info@worldwidefoods.co.uk,,,,,,04179487,,WORLDWIDE FOODS (BRADFORD) LIMITED,,,,halal meat; fresh produce; spices; world foods; groceries,,Independent Supermarket,,Second Bradford store of the Worldwide Foods group. Two phone numbers seen in listings: 01274 572661 and 01274 572673.,High,Multi-site retailer; Relevant category; Public email available; Active website; Social presence,https://worldwidefoods.co.uk/worldwide-bradford-great-horton-road/,https://worldwidefoods.co.uk/contact-us/,3,No,No,Yes,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0045,WORLDWIDEF-02,Worldwide Foods Group,Worldwide Foods Bradford (Leeds Road),Al Halal Worldwide Foods,Worldwide Foods (Bradford) Limited,Independent Supermarket,Halal / world food supermarket (24 hours),Regional Chain,,https://worldwidefoods.co.uk/,https://www.facebook.com/worldwidefoods/,,,1001 Leeds Road,,Bradford,West Yorkshire,BD3 7NH,Yorkshire & Humber,England,01274 656638,,,,,,,,,04179487,,WORLDWIDE FOODS (BRADFORD) LIMITED,,,,halal meat; fresh produce; spices; world foods; groceries,,Independent Supermarket,,"Family-owned group (Alam brothers: Pervez, Arshad, Shahid, Zahid, Asif, Kashif) described as the UK's leading halal supermarket chain, outlets across the North and Midlands. Bradford Leeds Road store trades as Al Halal / Worldwide Foods and is open 24 hours. A separate company AL HALAL SUPERMARKET LIMITED (04049854) also appears in Companies House search - operating entity per store needs confirming.",Medium,Multi-site retailer; Relevant category; Active website; Social presence,https://worldwidefoods.co.uk/worldwide-bradford-leeds-road/,https://find-and-update.company-information.service.gov.uk/company/04179487,3,No,No,No,Yes,Verified directory,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0046,WORLDWIDEF-03,Worldwide Foods Group,Worldwide Foods Bradford (Woodhead Road),Al Halal Supermarket,Worldwide Foods (Bradford) Limited,Independent Supermarket,Halal / world food supermarket,Regional Chain,,https://worldwidefoods.co.uk/,https://www.facebook.com/worldwidefoods/,,,Woodhead Road,,Bradford,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,04179487,,WORLDWIDE FOODS (BRADFORD) LIMITED,,,,halal meat; fresh produce; world foods; groceries,,Independent Supermarket,,"Third Bradford location cited in group locations list (search snippet) and on Yelp as Al Halal Supermarket, Woodhead Road. Postcode/phone not captured - needs enrichment.",Medium,Multi-site retailer; Relevant category; Active website; Social presence,https://worldwidefoods.co.uk/locations/,https://www.yelp.co.uk/biz/al-halal-supermarket-bradford,2,No,No,No,Yes,Not Found,Website Found,2026-09-16,Partially Verified,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0047,WY-0047-01,,A & B Stores,A & B Stores,,Off-Licence,Off-licence / convenience,Independent,1,,,,,,,Bingley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,beers; wines; spirits; convenience lines,,Off-Licence,,Off-licence listed for Bingley; street address not captured - needs enrichment.,Low,Independent retailer; Relevant category,https://www.yorkshire.com/bingley/shopping/off-license/a-b-stores,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0048,WY-0048-01,,AV & JI Stores,Premier AV & JI Stores (Sowerby Off Licence),,Convenience Store,Premier symbol group convenience store and off-licence,Franchise / Symbol Group,1,,https://www.facebook.com/people/Premier-AV-JI-Stores/61567311514140/,,,12 Albert Road,,Sowerby Bridge,West Yorkshire,HX6 2PA,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"convenience; beers, wines and spirits",,Convenience Store,Premier symbol group (Booker),Independently owned store trading under the Premier fascia.,Medium,Independent retailer; Relevant category; Social presence,https://www.facebook.com/people/Premier-AV-JI-Stores/61567311514140/,https://www.yorkshire.com/sowerby-bridge/shopping/corner-shops/av-ji-stores-premier-sowerby-off-licence-,3,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
